sym,i,tranche,entry_t,entry_px,notional,E_before,exit_t,ret,reason,net,src
RSS3-USDT-SWAP,729,0,2071,0.31018,0.04104428484588609,0.9999138070018236,2215,0.07331227029466769,end,0.19712365953005015,okx
UMEE-USDT-SWAP,728,0,2071,0.10574,0.04999569035009118,0.9998088160520885,2215,-0.07159069415547559,end,0.051338775357350826,okx
RSS3-USDT-SWAP,729,1,2119,0.33214,0.048954348555845364,0.9964392338213363,2215,0.13458180285421817,end,0.25512126892883574,okx
UMEE-USDT-SWAP,728,1,2119,0.10779,0.04982196169106681,0.9963346077017851,2215,-0.051210687447815095,end,0.06768975884122788,okx
DOME-USDT-SWAP,730,0,2358,0.047214,0.051325962462117514,1.0264114647211797,2502,0.1591265302664464,end,0.08863202680314705,okx
DOME-USDT-SWAP,730,1,2406,0.0466,0.051186682374346225,1.0236261554539383,2502,0.14804721030042922,end,0.14321812647591076,okx
APEUSDT,10,0,2583,13.9594,0.03949190605634687,1.0383163010704453,2727,0.03939281057925137,end,0.10400322157820521,binance
APEUSDT,10,1,2631,11.029,0.05817551686872158,1.0469411684662908,2727,-0.2158400580288331,end,-0.16358843268058573,binance
NYM-USDT-SWAP,732,0,3415,1.5853,0.051649483895217396,1.032881213988168,3559,0.2827225130890052,end,0.2580335862076991,okx
NYM-USDT-SWAP,732,1,3463,1.3949,0.051898130940952227,1.0378536327440686,3559,0.18481611585059865,end,0.18053451506485488,okx
FITFI-USDT-SWAP,733,0,3895,0.0929,0.01319607979202255,1.0556586715942406,3902,-0.5,stop,-0.4208758500291378,okx
FITFI-USDT-SWAP,733,1,3943,0.268,0.013126655900778545,1.050104906084892,4039,0.11791044776119408,end,0.12120735633650638,okx
OPUSDT,17,0,4406,1.3326,0.050436779833000676,1.0516176020839059,4550,0.24118265045775167,end,0.26512799205105414,binance
OPUSDT,17,1,4454,1.3556,0.06711140122101972,1.050015066595694,4550,0.2540572440247859,end,0.2901079568395021,binance
